,carat,cut_ord,clarity_ord,Predicted Price,cut,color,clarity
1629,1.0,3,6,7272.18,Very Good,G,VVS2
1630,0.37,2,5,811.0,Good,E,VS2
1631,0.5,5,5,1739.38,Ideal,D,VS2
1632,0.3,5,4,510.33,Ideal,I,VS1
1633,0.7,3,3,2332.84,Good,D,SI1
1634,0.9,4,3,4218.25,Premium,E,SI1
1635,0.41,5,5,777.75,Ideal,I,VS2
1636,0.33,4,6,873.71,Premium,G,VVS2
1637,0.68,4,3,2134.0,Premium,D,SI1
1638,0.73,3,2,2057.0,Very Good,F,SI1
1639,0.52,5,3,1511.91,Ideal,E,SI1
1640,0.47,1,3,907.0,Very Good,E,SI1
1641,0.71,2,3,2203.8,Good,H,SI1
1642,0.7,3,5,2152.17,Good,H,I1
1643,0.94,3,3,4817.0,Very Good,E,SI1
1644,0.41,4,3,831.14,Premium,F,SI1
1645,0.41,4,3,877.82,Premium,E,SI1
1646,0.34,5,4,651.0,Ideal,H,VS1
1647,0.75,3,3,2901.67,Very Good,E,SI1
1648,2.01,4,2,12385.29,Premium,I,SI2
1649,1.0,5,6,7841.25,Ideal,G,VVS2
1650,1.21,3,4,7221.0,Very Good,H,VS1
1651,0.74,3,2,2661.33,Very Good,D,SI2
1652,0.42,2,3,773.0,Good,F,SI1
1653,0.51,5,6,2856.25,Ideal,D,VVS2
1654,1.57,3,5,12809.0,Very Good,H,VS2
1655,1.0,4,3,4919.24,Premium,F,SI1
1656,0.7,5,4,2878.56,Ideal,G,VS1
1657,0.92,5,3,4894.75,Ideal,E,SI1
1658,0.41,5,4,935.82,Ideal,F,VVS2
1659,0.65,3,7,2127.0,Very Good,H,WS1
1660,0.3,4,4,468.67,Premium,J,VS1
1661,0.94,5,2,4182.0,Ideal,E,SI1
1662,0.32,2,5,582.0,Good,G,VS2
1663,1.2,5,3,5452.67,Ideal,I,SI1
1664,1.0,5,6,7841.25,Ideal,G,VVS2
1665,1.01,4,5,5856.96,Premium,G,VS2
1666,0.37,5,7,1159.75,Ideal,F,WS1
1667,1.55,2,4,7989.0,Good,I,VS1
1668,0.52,2,3,1288.25,Good,E,SI1
1669,0.51,5,4,1697.81,Ideal,G,VS1
1670,0.5,2,3,1202.93,Good,E,SI1
1671,1.21,3,2,6125.0,Very Good,D,SI2
1672,1.01,4,2,4386.47,Premium,E,SI2
1673,1.12,5,6,10291.5,Ideal,F,VVS2
1674,1.26,5,3,7220.67,Ideal,H,SI1
1675,0.72,5,2,2312.09,Ideal,F,SI1
1676,1.03,5,3,5110.14,Ideal,G,SI1
1677,0.32,5,8,998.23,Ideal,F,IF
1678,0.3,4,6,828.88,Premium,G,VVS2
1679,0.72,2,5,2685.5,Ideal,F,VS2
1680,0.76,4,2,2463.33,Premium,E,SI2
1681,1.02,4,5,5270.91,Premium,H,VS2
1682,1.7,4,5,11014.8,Premium,I,VS2
1683,0.41,5,4,821.8,Ideal,I,VVS2
1684,2.09,3,2,17359.5,Very Good,F,SI2
1685,1.08,5,8,9035.0,Ideal,G,IF
1686,1.06,4,5,5507.25,Premium,H,VS2
1687,1.26,3,4,6566.0,Very Good,I,VS1
1688,0.8,3,4,2321.0,Very Good,J,VS1
1689,1.0,3,5,6233.55,Very Good,E,VS2
1690,0.3,5,5,489.5,Ideal,H,VS2
1691,0.42,3,3,796.0,Very Good,E,SI1
1692,0.93,5,2,3884.5,Ideal,D,SI2
1693,0.3,2,7,552.0,Good,I,WS1
1694,0.3,5,8,882.14,Ideal,G,IF
1695,0.43,3,4,961.33,Very Good,G,VS1
1696,0.71,2,6,2355.5,Good,I,VVS2
1697,0.41,2,6,1155.5,Ideal,E,VVS2
1698,0.95,4,2,3099.67,Premium,F,SI1
1699,2.0,3,2,14779.5,Very Good,G,SI2
1700,1.05,3,5,6028.33,Very Good,G,VS2
1701,0.34,3,3,451.0,Very Good,I,SI1
1702,2.0,4,1,5203.0,Premium,J,I1
1703,1.04,3,5,6351.5,Very Good,F,VS2
1704,0.52,5,3,1378.29,Ideal,G,SI1
1705,2.07,3,2,14451.0,Very Good,H,SI2
1706,0.91,1,2,2763.0,Very Good,H,SI1
1707,0.5,5,3,1283.0,Ideal,H,SI1
1708,1.51,4,2,8540.6,Premium,E,SI2
1709,0.3,2,7,858.5,Good,F,WS1
1710,0.55,5,5,1691.86,Ideal,G,VS2
1711,1.2,4,6,12044.0,Premium,E,VVS2
1712,1.01,4,5,5064.2,Premium,H,VS2
1713,0.51,5,6,1916.07,Ideal,G,VVS2
1714,0.53,5,4,1383.0,Ideal,I,VS1
1715,1.2,5,7,14391.0,Ideal,E,WS1
1716,0.71,3,6,2702.0,Very Good,H,VVS2
1717,0.32,3,7,764.83,Very Good,G,WS1
1718,2.13,5,2,12356.0,Ideal,I,SI2
1719,1.1,5,4,7580.8,Ideal,G,VS1
1720,0.7,5,6,3032.0,Ideal,H,IF
1721,0.3,4,3,658.77,Premium,D,SI1
1722,0.48,3,3,1152.0,Very Good,E,SI1
1723,0.3,5,3,629.39,Ideal,D,SI1
1724,0.32,5,5,725.43,Ideal,F,VS2
1725,0.71,5,4,3591.38,Ideal,D,VS1
1726,1.25,5,4,9673.5,Ideal,F,VS1
1727,0.51,5,6,1295.0,Ideal,I,VVS2
1728,0.73,3,4,2599.0,Very Good,H,VVS2
1729,0.41,2,7,1013.0,Ideal,F,WS1
1730,1.23,5,6,11369.33,Ideal,F,VVS2
1731,0.55,5,7,1652.5,Ideal,I,WS1
1732,0.58,3,3,1785.0,Very Good,D,SI1
1733,0.97,4,3,4639.0,Premium,D,SI1
1734,0.33,5,5,807.38,Ideal,E,VS2
1735,0.33,5,6,818.43,Ideal,G,VVS2
1736,0.41,5,4,687.0,Ideal,J,VVS2
1737,0.27,5,7,760.0,Ideal,F,WS1
1738,0.3,3,3,456.13,Very Good,G,SI1
1739,0.52,5,6,2378.6,Ideal,E,VVS2
1740,0.42,5,7,1367.17,Ideal,E,WS1
1741,1.01,2,2,4268.46,Good,E,SI2
1742,0.39,5,7,1038.71,Ideal,G,WS1
1743,0.43,3,3,927.75,Very Good,E,SI1
1744,0.72,5,6,3743.0,Ideal,F,VVS2
1745,0.23,3,7,336.0,Very Good,H,WS1
1746,0.79,3,4,3985.67,Very Good,E,VVS2
1747,0.35,5,8,1022.31,Ideal,G,IF
1748,0.24,3,6,432.0,Very Good,J,VVS2
1749,0.68,3,6,2993.0,Very Good,F,VVS2
1750,1.02,3,4,7590.0,Very Good,E,VS1
1751,0.71,5,2,2344.15,Ideal,F,SI2
1752,0.76,4,7,2323.0,Premium,I,WS1
1753,0.41,5,6,1056.62,Ideal,F,VVS2
1754,0.7,3,2,2026.86,Good,G,SI2
1755,2.41,4,2,16797.0,Premium,H,SI2
1756,0.61,2,6,1821.0,Good,G,VVS2
1757,1.0,5,3,5642.12,Ideal,D,SI1
1758,0.71,5,5,3504.12,Ideal,D,VS2
1759,1.13,3,3,5584.0,Very Good,F,SI1
1760,0.41,5,5,960.17,Ideal,E,VS2
1761,0.76,3,3,2593.0,Very Good,H,SI1
1762,0.97,5,1,2239.0,Ideal,I,I1
1763,0.62,4,1,940.0,Premium,G,I1
1764,0.9,2,3,3919.05,Good,F,SI1
1765,0.79,3,5,4263.0,Very Good,E,VS2
1766,0.3,5,3,575.9,Ideal,E,SI1
1767,0.31,5,7,837.67,Ideal,G,WS1
1768,0.32,5,5,850.12,Ideal,D,VS2
1769,1.04,2,3,5525.5,Good,D,SI1
1770,1.21,5,7,10699.67,Ideal,G,WS1
1771,1.02,1,3,3738.0,Fair,G,SI1
1772,0.35,5,5,875.67,Ideal,E,I1
1773,0.32,5,3,677.59,Ideal,D,SI1
1774,1.02,4,4,7359.88,Premium,F,VS1
1775,0.36,4,2,588.17,Premium,E,SI1
1776,0.38,4,4,951.0,Premium,G,VS1
1777,1.05,4,3,4732.17,Premium,H,SI1
1778,0.41,2,2,683.0,Ideal,E,SI1
1779,1.05,3,5,7794.0,Very Good,D,VS2
1780,1.52,4,3,9273.71,Premium,H,SI1
1781,0.9,5,3,4338.25,Ideal,H,SI1
1782,1.15,4,2,3928.33,Premium,H,SI2
1783,0.94,5,3,6291.0,Ideal,E,SI1
1784,0.7,4,4,2544.27,Premium,G,VS1
1785,0.5,5,6,2373.8,Ideal,D,VVS2
1786,0.64,5,6,2587.0,Ideal,G,VVS2
1787,0.55,5,5,1364.67,Ideal,I,VS2
1788,0.38,5,5,890.64,Ideal,F,VS2
1789,0.53,5,5,1858.27,Ideal,D,VS2
1790,1.68,2,1,6962.0,Good,E,I1
1791,1.22,4,3,6222.75,Fair,G,VS2
1792,2.0,1,2,11226.25,Fair,H,SI2
1793,1.01,4,2,4229.06,Premium,F,SI2
1794,0.9,5,2,3740.5,Ideal,H,SI2
1795,0.26,5,4,464.4,Ideal,H,VS1
1796,1.01,5,2,4690.6,Ideal,E,SI2
1797,0.92,3,3,4037.0,Very Good,F,SI1
1798,1.5,4,2,8923.9,Premium,E,SI2
1799,1.34,3,5,7549.0,Very Good,H,VS2
1800,0.31,5,5,830.96,Ideal,D,VS2
1801,0.61,2,4,2196.0,Good,F,VS1
1802,0.4,2,3,756.67,Good,F,SI1
1803,0.3,5,5,489.5,Ideal,H,VS2
1804,0.95,5,2,4417.67,Ideal,E,SI1
1805,0.32,5,4,711.18,Ideal,G,VS1
1806,1.66,2,5,8757.0,Good,J,VS2
1807,1.22,4,5,9265.5,Fair,D,VS2
1808,2.53,4,2,16369.5,Premium,H,SI2
1809,0.3,5,4,601.8,Ideal,H,VS1
1810,0.25,3,6,507.5,Very Good,H,VVS2
1811,0.73,5,4,3204.57,Ideal,F,VVS2
1812,0.3,3,8,810.0,Very Good,I,IF
1813,1.31,4,2,5744.0,Premium,I,SI2
1814,1.01,3,5,6411.34,Very Good,F,VS2
1815,0.41,3,5,912.2,Very Good,E,VS2
1816,0.37,4,3,551.0,Premium,G,SI1
1817,0.3,3,7,789.0,Very Good,F,WS1
1818,0.51,4,5,1684.31,Premium,E,VS2
1819,2.56,2,2,17448.0,Good,J,SI2
1820,0.38,4,3,812.0,Premium,H,SI1
1821,0.38,3,4,795.75,Very Good,G,VS1
1822,0.58,5,5,1713.5,Ideal,G,VS2
1823,0.74,5,2,2423.0,Ideal,G,SI2
1824,0.31,5,3,455.44,Ideal,I,SI1
1825,1.0,2,5,5531.71,Good,G,VS2
1826,0.31,3,5,581.67,Very Good,H,VS2
1827,0.61,4,6,2392.0,Fair,F,VVS2
1828,0.81,5,5,3624.0,Ideal,F,VS2
1829,0.58,5,3,1516.0,Ideal,F,SI1
1830,0.38,3,5,785.75,Very Good,F,VS2
1831,0.54,5,3,1616.22,Ideal,E,SI1
1832,0.57,3,5,1779.0,Very Good,E,VS2
1833,1.01,4,3,4665.89,Premium,G,SI1
1834,0.57,1,4,1813.5,Fair,F,VS1
1835,0.73,4,3,2821.0,Premium,E,SI1
1836,1.18,5,2,6328.0,Ideal,E,SI2
1837,0.31,5,8,955.22,Ideal,F,IF
1838,0.3,5,4,601.8,Ideal,H,VS1
1839,0.34,5,5,815.8,Ideal,E,VS2
1840,0.7,3,2,2026.86,Good,G,SI2
1841,0.3,5,4,664.33,Ideal,G,VS1
1842,0.58,5,6,2611.5,Ideal,E,VVS2
1843,1.24,5,5,8999.0,Ideal,E,VS2
1844,1.23,3,4,9772.0,Very Good,F,VS1
1845,0.57,5,3,1618.43,Ideal,E,SI1
1846,0.32,5,7,944.05,Ideal,E,WS1
1847,0.9,5,7,5626.33,Ideal,G,WS1
1848,0.39,5,6,1144.67,Ideal,E,VVS2
1849,0.8,5,3,3131.67,Ideal,H,SI1
1850,1.14,5,4,8618.5,Ideal,G,VS1
1851,0.72,3,4,2871.0,Very Good,F,VVS2
1852,0.31,5,5,745.53,Ideal,E,VS2
1853,0.54,5,3,1717.33,Ideal,D,SI1
1854,0.32,5,5,509.33,Ideal,I,VS2
1855,0.32,5,5,850.12,Ideal,D,VS2
1856,0.27,5,5,503.5,Ideal,E,VS2
1857,1.06,5,1,3609.0,Ideal,F,I1
1858,1.01,4,5,6467.38,Premium,F,VS2
1859,1.04,4,2,4217.5,Premium,G,SI2
1860,0.25,4,6,576.0,Premium,E,VVS2
1861,0.3,5,5,489.5,Ideal,H,VS2
1862,0.51,4,2,1027.33,Premium,G,SI2
1863,0.73,5,4,2559.8,Ideal,I,VVS2
1864,0.44,5,4,1026.0,Ideal,I,VS1
1865,0.33,3,3,487.33,Very Good,I,SI1
1866,0.7,3,3,2440.88,Good,E,SI1
1867,1.0,2,6,6194.0,Good,H,VVS2
1868,0.3,5,7,827.63,Ideal,G,WS1
1869,0.76,4,2,2463.33,Premium,E,SI2
1870,0.79,5,3,3085.67,Ideal,F,SI1
1871,0.76,5,5,3035.75,Ideal,F,VS2
1872,0.51,5,4,1776.82,Ideal,F,VS1
1873,0.53,5,5,1858.27,Ideal,D,VS2
1874,0.56,1,6,2387.5,Fair,E,VVS2
1875,0.31,5,7,891.59,Ideal,F,WS1
1876,0.41,4,4,1107.21,Premium,E,VVS2
1877,0.54,5,5,1752.4,Ideal,F,VS2
1878,1.0,3,3,4920.12,Very Good,G,SI1
1879,1.01,3,3,4613.27,Very Good,H,SI1
1880,1.65,5,4,16643.0,Ideal,G,VS1
1881,0.24,5,8,678.0,Ideal,F,IF
1882,0.33,5,3,655.6,Ideal,E,SI1
1883,0.78,5,5,3440.33,Ideal,F,VS2
1884,1.01,3,5,5937.65,Very Good,G,VS2
1885,0.74,3,2,2387.75,Very Good,E,SI2
1886,0.51,4,4,1807.0,Premium,D,VS1
1887,2.01,2,3,13872.0,Good,I,SI1
1888,0.34,5,3,560.2,Ideal,G,SI1
1889,1.23,5,3,6340.33,Ideal,I,SI1
1890,0.39,5,6,1003.0,Ideal,F,VVS2
1891,1.5,3,4,10666.5,Very Good,H,VS1
1892,0.31,5,7,891.69,Ideal,E,WS1
1893,0.34,5,5,910.65,Ideal,D,VS2
1894,0.34,5,8,1007.87,Ideal,G,IF
1895,0.33,5,4,755.64,Ideal,G,VS1
1896,0.3,5,3,469.83,Ideal,H,SI1
1897,0.28,5,5,556.0,Ideal,D,VS2
1898,0.35,3,4,836.0,Good,D,VS1
1899,0.3,5,8,895.12,Ideal,F,IF
1900,1.4,5,3,6889.0,Ideal,J,SI1
1901,0.35,4,3,749.33,Premium,E,SI1
1902,0.42,4,3,852.14,Premium,G,SI1
1903,1.75,5,3,10635.0,Ideal,I,SI1
1904,0.42,5,2,898.0,Ideal,E,SI2
1905,1.26,5,4,9564.0,Ideal,G,VS1
1906,1.25,5,4,6013.0,Ideal,J,VS1
1907,1.01,4,3,5325.75,Premium,E,SI1
1908,0.23,2,7,453.0,Good,E,WS1
1909,1.15,5,4,5365.5,Ideal,J,VS1
1910,1.02,4,2,3732.5,Premium,I,SI2
1911,0.39,5,8,1064.0,Ideal,H,IF
1912,0.37,4,7,681.0,Premium,I,WS1
1913,0.9,2,3,3346.73,Good,H,SI1
1914,0.27,3,7,566.0,Very Good,G,WS1
1915,0.53,4,1,870.0,Premium,F,I1
1916,0.57,4,4,1838.0,Premium,G,VS1
1917,0.76,4,3,2071.0,Premium,H,SI1
1918,1.02,5,2,2611.0,Ideal,J,SI2
1919,0.58,4,5,2535.0,Premium,E,VS2
1920,0.7,2,2,2334.0,Good,D,SI2
1921,0.32,2,3,630.44,Good,D,SI1
1922,0.72,3,5,2996.33,Very Good,E,VS2
1923,0.73,4,5,2850.2,Premium,E,VS2
1924,1.02,3,5,6279.4,Very Good,G,VS2
1925,0.4,3,5,887.83,Very Good,D,VS2
1926,0.31,5,4,619.41,Ideal,H,VS1
1927,1.04,5,5,6512.19,Ideal,G,VS2
1928,0.71,3,5,2720.0,Very Good,F,VS2
1929,0.34,4,7,758.75,Premium,I,WS1
1930,0.3,3,7,785.67,Very Good,G,WS1
1931,0.71,4,5,3009.33,Premium,D,VS2
1932,2.28,4,2,17423.0,Premium,H,SI2
1933,0.72,3,3,2587.71,Very Good,E,SI1
1934,0.91,2,5,4345.0,Ideal,E,VS2
1935,0.5,3,4,1742.83,Very Good,E,VS1
1936,0.91,4,2,3575.6,Premium,F,SI1
1937,0.3,5,5,740.71,Ideal,E,VS2
1938,0.41,4,2,820.22,Premium,E,SI1
1939,0.71,4,7,2560.5,Premium,I,WS1
1940,0.92,2,3,4183.0,Good,E,SI1
1941,0.3,5,5,788.35,Ideal,D,VS2
1942,0.7,4,3,2164.73,Premium,H,SI1
1943,2.36,4,2,16340.0,Premium,H,SI2
1944,0.35,5,8,750.6,Ideal,H,IF
1945,0.7,5,4,3228.17,Ideal,E,VS1
1946,0.81,5,5,2455.0,Ideal,J,VS2
1947,0.53,5,2,1103.0,Ideal,G,SI2
1948,1.07,5,3,5482.67,Ideal,G,SI1
1949,1.51,3,4,8257.5,Very Good,J,VS1
1950,0.31,5,5,700.74,Ideal,F,VS2
1951,1.61,4,3,8547.5,Premium,H,SI1
1952,0.3,2,6,738.0,Good,G,VVS2
1953,0.39,5,6,1157.0,Ideal,D,VVS2
1954,0.43,5,6,1259.25,Ideal,E,VVS2
1955,1.04,4,3,4419.67,Premium,I,SI1
1956,0.35,5,5,875.67,Ideal,E,I1
1957,1.02,3,3,5113.73,Very Good,F,SI1
1958,0.92,5,5,4405.0,Ideal,G,VS2
1959,0.9,3,4,5162.25,Very Good,F,VS1
1960,0.59,3,3,1726.67,Very Good,D,SI1
1961,1.09,5,3,5095.8,Ideal,H,SI1
1962,0.5,5,5,1666.43,Ideal,E,VS2
1963,0.81,4,2,2534.0,Premium,H,SI2
1964,0.54,2,4,1497.0,Good,H,VS1
1965,0.52,5,5,1839.07,Ideal,D,VS2
1966,0.92,4,2,3641.0,Premium,F,SI2
1967,2.12,3,2,15530.0,Very Good,H,SI2
1968,2.01,2,2,11852.5,Good,I,SI2
1969,1.2,3,6,10891.0,Very Good,F,VVS2
1970,1.18,4,2,5190.0,Premium,G,SI2
1971,0.61,5,4,2306.0,Ideal,F,VS1
1972,1.06,3,5,6725.0,Very Good,F,VS2
1973,0.42,4,7,1068.0,Premium,H,WS1
1974,0.51,4,5,1823.44,Premium,D,VS2
1975,0.3,5,7,886.18,Ideal,E,WS1
1976,0.31,5,5,745.53,Ideal,E,VS2
1977,1.11,3,3,5172.5,Very Good,H,SI1
1978,0.31,4,6,751.43,Premium,H,VVS2
1979,0.72,5,5,2997.57,Ideal,F,VS2
1980,0.76,3,3,2236.0,Very Good,I,SI1
1981,0.35,4,5,815.09,Premium,D,I1
1982,0.8,2,5,2929.0,Good,G,VS2
1983,1.02,4,2,4645.78,Premium,D,SI2
1984,0.7,5,3,2551.57,Ideal,D,SI1
1985,1.13,5,5,7045.17,Ideal,G,VS2
1986,1.01,1,2,3815.57,Fair,E,SI2
1987,0.57,3,3,1906.0,Very Good,D,SI1
1988,2.01,2,2,15518.0,Good,G,SI2
1989,0.52,5,2,1157.0,Ideal,G,SI2
1990,1.51,2,3,7683.91,Good,I,SI1
1991,1.64,5,6,15843.0,Ideal,F,VVS2
1992,0.8,1,2,2400.0,Fair,G,SI2
1993,0.3,2,5,583.33,Good,D,VS2
1994,0.43,5,8,1361.86,Ideal,G,IF
1995,0.32,5,5,624.21,Ideal,G,VS2
1996,0.31,5,4,784.15,Ideal,E,VS1
1997,2.16,5,2,14519.0,Ideal,I,SI2
1998,0.6,5,5,1773.25,Ideal,G,VS2
1999,1.25,3,3,5500.0,Very Good,I,SI1
2000,1.71,4,3,12546.75,Premium,F,SI1
2001,0.42,5,6,1173.6,Ideal,F,VVS2
2002,0.31,2,3,516.0,Good,F,SI1
2003,0.9,2,3,4051.29,Good,D,SI1
2004,0.31,2,6,846.0,Good,F,VVS2
2005,0.55,3,5,1696.83,Very Good,E,VS2
2006,1.32,3,2,7173.0,Very Good,G,SI2
2007,0.79,5,2,2796.8,Ideal,F,SI1
2008,0.4,5,5,934.83,Ideal,F,VS2
2009,0.31,5,7,837.67,Ideal,G,WS1
2010,0.7,3,3,2332.84,Good,D,SI1
2011,0.9,2,5,4597.75,Good,D,VS2
2012,0.36,4,5,920.64,Premium,E,VS2
2013,0.51,3,5,1597.25,Very Good,E,VS2
2014,0.34,5,3,560.2,Ideal,G,SI1
2015,0.31,3,3,489.78,Very Good,G,SI1
2016,0.41,4,5,1015.5,Premium,F,VS2
2017,1.73,4,3,11646.5,Premium,H,SI1
2018,0.31,5,8,955.22,Ideal,F,IF
2019,0.28,5,6,747.0,Ideal,E,VVS2
2020,0.32,3,3,654.92,Very Good,D,SI1
2021,0.51,3,5,1438.83,Very Good,G,VS2
2022,1.21,5,2,5566.5,Ideal,F,SI2
2023,0.71,3,5,3124.5,Very Good,D,VS2
2024,0.9,3,3,4164.18,Very Good,E,SI1
2025,0.92,4,5,3058.0,Premium,J,VS2
2026,0.41,5,5,960.17,Ideal,E,VS2
2027,1.11,4,2,4577.6,Premium,G,SI2
2028,0.58,4,5,2535.0,Premium,E,VS2
2029,0.25,3,5,397.0,Very Good,G,VS2
2030,1.0,2,2,4068.59,Good,E,SI2
2031,1.01,3,4,6592.65,Very Good,G,VS1
2032,0.37,3,7,1119.0,Very Good,D,WS1
2033,1.15,5,7,9428.0,Ideal,G,WS1
2034,1.2,5,4,8910.29,Ideal,G,VS1
2035,1.5,2,4,9623.33,Good,H,VS1
2036,1.5,5,4,11236.0,Ideal,H,VS1
2037,0.84,2,3,2782.0,Good,G,SI1
2038,0.51,4,6,2076.25,Premium,F,VVS2
2039,1.54,5,2,9361.5,Ideal,G,SI2
2040,0.35,2,4,938.0,Good,E,VS1
2041,1.01,4,5,5856.96,Premium,G,VS2
2042,1.11,3,7,10141.0,Very Good,F,WS1
2043,1.16,4,7,8863.0,Premium,G,WS1
2044,1.01,1,3,4105.75,Fair,G,SI1
2045,1.26,5,3,5455.0,Ideal,J,SI1
2046,1.03,5,7,9044.5,Ideal,G,WS1
2047,0.53,5,5,1770.91,Ideal,E,VS2
2048,0.3,5,4,757.75,Ideal,D,VS1
2049,1.06,4,2,4238.0,Premium,G,SI2
2050,1.22,4,4,6720.33,Fair,G,VS1
2051,0.39,3,4,907.0,Very Good,E,VS1
2052,0.7,3,5,2544.94,Good,D,I1
2053,1.5,4,3,11282.33,Premium,E,SI1
2054,0.72,3,3,2587.71,Very Good,E,SI1
2055,1.03,5,3,5110.14,Ideal,G,SI1
2056,0.31,2,3,462.0,Good,G,SI1
2057,2.51,3,2,13744.5,Very Good,I,SI2
2058,2.63,5,2,17209.0,Ideal,J,SI2
2059,1.27,5,5,8774.0,Ideal,F,VS2
2060,0.81,4,3,3462.0,Premium,D,SI1
2061,0.9,5,3,4102.0,Ideal,G,SI1
2062,0.33,5,5,807.38,Ideal,E,VS2
2063,1.61,5,4,14341.0,Ideal,G,VS1
2064,0.36,5,5,787.71,Ideal,F,VS2
2065,1.3,4,3,8767.0,Premium,D,SI1
2066,0.9,1,5,3474.8,Fair,H,VS2
2067,1.0,2,3,5110.82,Good,D,SI1
2068,1.52,3,2,9504.33,Very Good,D,SI2
2069,0.55,3,5,1796.0,Very Good,D,VS2
2070,1.0,3,4,5009.0,Very Good,I,VS1
2071,0.34,4,7,758.75,Premium,I,WS1
2072,0.53,3,5,1617.25,Very Good,F,VS2
2073,0.7,4,3,2379.47,Premium,D,SI1
2074,1.18,4,4,5747.0,Premium,I,VS1
2075,0.42,5,3,872.67,Ideal,G,SI1
2076,2.26,5,2,14324.5,Ideal,I,SI2
2077,0.42,3,5,773.0,Very Good,H,VS2
2078,0.73,5,4,2559.8,Ideal,I,VVS2
2079,0.31,5,5,745.53,Ideal,E,VS2
2080,0.74,5,4,3383.8,Ideal,F,VS1
2081,1.31,4,3,5173.4,Premium,J,SI1
2082,1.01,2,5,6419.0,Good,E,VS2
2083,0.4,4,3,826.45,Premium,F,SI1
2084,0.4,3,5,860.29,Very Good,E,VS2
2085,1.52,3,5,13813.5,Very Good,F,VS2
2086,0.32,4,3,555.75,Premium,G,SI1
2087,0.3,5,3,575.9,Ideal,E,SI1
2088,0.61,5,4,2323.33,Ideal,E,VS1
2089,2.0,3,3,12122.67,Very Good,J,SI1
2090,0.51,5,4,1904.55,Ideal,D,VS1
2091,0.7,5,3,2551.57,Ideal,D,SI1
2092,0.91,3,2,3731.8,Very Good,E,SI1
2093,0.71,3,6,3113.0,Very Good,G,VVS2
2094,0.42,5,5,1034.07,Ideal,D,VS2
2095,1.56,3,2,8317.0,Very Good,H,SI2
2096,0.33,5,5,807.38,Ideal,E,VS2
2097,0.54,5,4,1844.0,Ideal,F,VS1
2098,0.36,5,3,686.89,Ideal,E,SI1
2099,1.21,4,4,6901.67,Premium,H,VS1
2100,0.27,3,5,419.0,Very Good,D,VS2
2101,2.07,4,3,14035.33,Premium,H,SI1
2102,0.3,3,5,407.0,Very Good,I,VS2
2103,0.31,3,7,843.5,Very Good,G,WS1
2104,1.51,4,3,11347.38,Premium,E,SI1
2105,0.41,4,2,791.08,Premium,E,SI1
2106,0.43,5,3,880.5,Ideal,F,SI1
2107,2.02,4,2,14635.67,Premium,F,SI2
2108,0.71,3,4,2281.8,Very Good,I,VS1
2109,0.25,5,5,385.0,Ideal,I,VS2
2110,0.3,5,7,827.63,Ideal,G,WS1
2111,0.48,4,5,1294.0,Premium,F,VS2
2112,0.73,5,5,3114.0,Ideal,F,VS2
2113,0.35,5,7,891.0,Ideal,H,WS1
2114,0.73,4,2,2309.5,Premium,E,SI1
2115,0.72,5,6,3230.0,Ideal,H,VVS2
2116,0.6,3,2,1250.0,Very Good,E,SI2
2117,1.5,3,2,8330.14,Very Good,E,SI2
2118,0.31,5,7,837.67,Ideal,G,WS1
2119,1.0,2,3,4600.22,Good,F,SI1
2120,0.78,2,4,3436.0,Good,F,VS1
2121,1.76,5,4,11616.0,Ideal,I,VS1
2122,0.9,4,3,4218.25,Premium,E,SI1
2123,1.0,2,5,6368.0,Good,D,VS2
2124,0.7,4,3,2256.88,Premium,G,SI1
2125,0.41,4,6,1069.33,Premium,F,VVS2
2126,0.52,5,4,1999.4,Ideal,D,VS1
2127,0.64,4,2,1664.0,Premium,D,SI2
2128,0.91,4,3,4050.44,Premium,E,SI1
2129,0.51,5,5,1799.55,Ideal,D,VS2
2130,0.3,2,6,670.0,Good,E,VVS2
2131,0.47,2,4,1243.0,Ideal,F,VVS2
2132,0.71,5,7,4715.0,Ideal,F,WS1
2133,0.31,5,6,791.67,Ideal,F,VVS2
2134,0.3,5,6,651.54,Ideal,H,VVS2
2135,1.0,4,3,4505.62,Premium,H,SI1
2136,0.33,5,5,807.38,Ideal,E,VS2
2137,1.04,4,2,4507.0,Premium,F,SI2
2138,0.71,3,5,2865.83,Very Good,E,VS2
2139,1.05,3,2,4353.17,Very Good,E,SI2
2140,0.42,5,7,1164.71,Ideal,H,WS1
2141,0.33,3,8,801.75,Very Good,H,IF
2142,0.32,4,5,512.5,Premium,I,VS2
2143,1.01,2,2,3586.0,Good,I,SI2
2144,0.5,5,7,1918.43,Ideal,G,WS1
2145,0.3,4,4,821.5,Premium,E,VS1
2146,0.53,5,5,1858.27,Ideal,D,VS2
2147,1.04,5,3,5207.71,Ideal,F,SI1
2148,0.7,5,4,3228.17,Ideal,E,VS1
2149,0.36,4,5,956.9,Premium,E,VS2
2150,0.27,5,5,503.5,Ideal,E,VS2
2151,0.39,5,5,858.25,Ideal,E,VS2
2152,0.68,5,4,3228.17,Ideal,E,VS1
2153,0.7,5,5,2847.12,Ideal,D,I1
2154,0.31,5,8,955.22,Ideal,F,IF
2155,0.4,5,4,968.78,Ideal,F,VS1
2156,0.43,5,3,880.5,Ideal,F,SI1
2157,0.24,3,7,537.54,Very Good,F,WS1
2158,1.0,4,3,5269.56,Premium,E,SI1
2159,1.61,4,2,5157.0,Premium,J,SI2
